,path,source_text,pred_text,ref_text,ASR_BLEU
32,common_voice_es_19140612.mp3,la sede central se encuentra en las palmas de gran canaria,central seats in the grand canaria palms,the headquarter is in las palmas in gran canaria,BLEU = 6.50 42.9/8.3/5.0/3.1 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
33,common_voice_es_19691501.mp3,y el contesta bienvenida yūkosan,and hiccuptass fimbria lycosa,he then replies welcome yuko san,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6)
34,common_voice_es_19766205.mp3,esta descomposición lleva a la transformada de fourier,the composition leads to the transformed diffusion,this decomposition leads to the fourier transform,BLEU = 24.45 42.9/33.3/20.0/12.5 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
35,common_voice_es_19664442.mp3,es la estación situada más al oeste de todo el sistema de metro,is the station located more to the east of the whole natural system,it is the station located further west of the entire metro system,BLEU = 23.90 53.8/33.3/18.2/10.0 (BP = 1.000 ratio = 1.083 hyp_len = 13 ref_len = 12)
36,common_voice_es_19694257.mp3,en todas sus cruzadas asistieron un total de veintiocho millones de personas,with all its crosses there were a total of twenty eight million people,in all his crusades a total of twenty eight million people participated,BLEU = 48.63 61.5/50.0/45.5/40.0 (BP = 1.000 ratio = 1.083 hyp_len = 13 ref_len = 12)
37,common_voice_es_18362178.mp3,dani ¿has llevado los toldos a la chica de las hamacas,ani have you taken the toast to the chief of the amarchus,dani did you take the canopies to the girl from the hammocks,BLEU = 8.52 41.7/9.1/5.0/2.8 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12)
38,common_voice_es_18761224.mp3,pasan las horas y nadie ha hecho el gesto de lavar los platos,pass the hours and nobody has done the job of laying the plates,hours go by and nobody even tries to wash the dishes,BLEU = 7.35 30.8/8.3/4.5/2.5 (BP = 1.000 ratio = 1.182 hyp_len = 13 ref_len = 11)
39,common_voice_es_20041443.mp3,stahlersholk richard,sacrilege,richard stahler sholk,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.135 ratio = 0.333 hyp_len = 1 ref_len = 3)
40,common_voice_es_19124337.mp3,esto fue el principio de su declive,this was the principle of its decline,this was the beginning of their descent,BLEU = 26.27 57.1/33.3/20.0/12.5 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
41,common_voice_es_19745949.mp3,sin embargo tandy sufrió un aborto y el proyecto se suspendió,however tanya suffered a blow and the project was suspended,however tandy had an abortion and the project got suspended,BLEU = 17.75 50.0/22.2/12.5/7.1 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
42,common_voice_es_19697628.mp3,el gran maestro eligió a defensor para servir en su bando,grand mestralici was a defender to be served in his band,the grand master elected the defender to join his band,BLEU = 11.21 45.5/20.0/5.6/3.1 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10)
43,common_voice_es_19783434.mp3,cuando todavía era estudiante del colegio andino organizó su primer desfile de modas,when he was a student of the andino college he organized his first debate of models,when she was still a student in colegio andino she organized her first fashion show,BLEU = 6.69 43.8/6.7/3.6/1.9 (BP = 1.000 ratio = 1.067 hyp_len = 16 ref_len = 15)
44,common_voice_es_19140886.mp3,a veces tiende a ser un poco arrogante y narcisista especialmente si está ganando,sometimes its a little arrogant and an artistic especially if its gone,he sometimes tends to be a bit arrogant and narcissist specially when hes winning,BLEU = 6.82 33.3/9.1/5.0/2.8 (BP = 0.846 ratio = 0.857 hyp_len = 12 ref_len = 14)
45,common_voice_es_19147728.mp3,estos juicios se conocieron con el nombre de juicios por la verdad,these bows were known with the name of deuceus for the truth,these judicial trials became known as truth trials,BLEU = 4.46 25.0/4.5/2.5/1.4 (BP = 1.000 ratio = 1.500 hyp_len = 12 ref_len = 8)
46,common_voice_es_19675369.mp3,además existen otras iglesias de denominación cristiana,besides there are the churches of christian denomination,in addition there are other christian churches,BLEU = 13.13 50.0/14.3/8.3/5.0 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7)
47,common_voice_es_19690020.mp3,la iglesia sufrió varias modificaciones a lo largo de la historia,church suffered various modifications the length of history,the church has experienced several changes throughout its history,BLEU = 6.41 37.5/7.1/4.2/2.5 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9)
48,common_voice_es_20049525.mp3,es una estación única por su diseño,his automaton for its design,its a unique station thanks to its design,BLEU = 11.73 40.0/25.0/16.7/12.5 (BP = 0.549 ratio = 0.625 hyp_len = 5 ref_len = 8)
49,common_voice_es_19779761.mp3,la mayoría de sus habitantes son indígenas,most of its inhabitants are indigenous,indigenous people make up for the most of its inhabitants,BLEU = 27.59 83.3/60.0/50.0/33.3 (BP = 0.513 ratio = 0.600 hyp_len = 6 ref_len = 10)
50,common_voice_es_19668061.mp3,clasificaron automáticamente el anfitrión canadá estados unidos y costa rica,they were automatically falsified in the amphibia canada the united states and costa rica,the host canada united states and costa rica qualified automatically,BLEU = 29.90 57.1/30.8/25.0/18.2 (BP = 1.000 ratio = 1.400 hyp_len = 14 ref_len = 10)
51,common_voice_es_19598100.mp3,repitió esto en varias ocasiones aunque siendo relegado en la sumatoria por su compañero,he repeated this and several times although he was relegated in the assumatory for his companion,he repeated this on several occasions but was outperformed by his race partner in the final score,BLEU = 12.09 50.0/20.0/7.1/3.8 (BP = 0.939 ratio = 0.941 hyp_len = 16 ref_len = 17)
52,common_voice_es_20066509.mp3,los machos establecen una jerarquía que determina el derecho al apareamiento,the matches are established in a hierarchy that determines the right to the power,the males establish a hierarchy that determines the right to mate,BLEU = 44.71 57.1/46.2/41.7/36.4 (BP = 1.000 ratio = 1.273 hyp_len = 14 ref_len = 11)
53,common_voice_es_19631476.mp3,durante los años sesentas participó en varias manifestaciones campesinas,during the sixties he participated in various campaigns and manifestations,during the sixties he participated in several peasants protest march,BLEU = 51.70 60.0/55.6/50.0/42.9 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
54,common_voice_es_19595248.mp3,él toca el piano la guitarra y el bajo,tune piana the guitar is still botcher,he plays piano guitar and the bass,BLEU = 7.81 28.6/8.3/5.0/3.1 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
55,common_voice_es_19699467.mp3,estos factores facilitan la asimilación,these factors facilitate simulation,these factors make assimilation easier to be achieved,BLEU = 11.75 50.0/33.3/25.0/25.0 (BP = 0.368 ratio = 0.500 hyp_len = 4 ref_len = 8)
56,common_voice_es_19617257.mp3,ofrece una visión forestal amplia e integrada que abarca aspectos económicos sociales y medioambientales,it offers an amplified and integrated form of vision that covers economic social and environmental aspects,it offers a broad and integrated forestry perspective that covers economic social and environmental aspects,BLEU = 44.80 68.8/53.3/35.7/30.8 (BP = 1.000 ratio = 1.067 hyp_len = 16 ref_len = 15)
57,common_voice_es_19668684.mp3,su físico le permite zafarse con facilidad de los defensas,isaac is permitted to do things with the defences,his her body allows him her to dodge the defenses easily,BLEU = 4.54 22.2/6.2/3.6/2.1 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11)
58,common_voice_es_19739209.mp3,como estudiante fue entre las fundadoras de la asociación de alumnado americana asiática,as a student he was among the founders of the association of the american essayist,as student she was one of the founders of the american asiatic student body association,BLEU = 26.01 66.7/35.7/23.1/8.3 (BP = 1.000 ratio = 1.000 hyp_len = 15 ref_len = 15)
59,common_voice_es_19990903.mp3,la retirada posterior realizada durante un severo invierno fue un completo desastre,the posterior attachment made during a severe winter was a complete disaster,the posterior withdrawal made during a hard winter was a complete disaster,BLEU = 46.60 83.3/63.6/40.0/22.2 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12)
60,common_voice_es_19721914.mp3,el coordinador de las sesiones es un lector que anima y modera los debates,the co ordination of sessions is a lecture that animates and modifies debates,the coordinator of the sessions is a reader that cheers and moderates the debates,BLEU = 13.61 61.5/16.7/9.1/5.0 (BP = 0.926 ratio = 0.929 hyp_len = 13 ref_len = 14)
61,common_voice_es_19614462.mp3,otro mundo es un juego de miniaturas de estrategia,the other world is a game of miniatures of sophia,sphere wars is a strategy figurine game,BLEU = 9.29 30.0/11.1/6.2/3.6 (BP = 1.000 ratio = 1.429 hyp_len = 10 ref_len = 7)
62,common_voice_es_19726215.mp3,en temporada de primavera se incluyen ensaladas de pequeñas dimensiones a veces encurtidos diversos,in the summer season small dimensions are included in the summer season,during the spring season small size salads are also served and sometimes different types of pickles too,BLEU = 5.31 33.3/9.1/5.0/2.8 (BP = 0.659 ratio = 0.706 hyp_len = 12 ref_len = 17)
63,common_voice_es_18539131.mp3,la gente se va a poner nerviosa que se preparen con los chalecos ,people came to be nervous they prepared with chalices,people are going to get nervous ready the vests,BLEU = 6.27 33.3/6.2/3.6/2.1 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
64,common_voice_es_19739775.mp3,en cambio los datos lingüísticos presentan un panorama diferente,however the language data present a different panorama,however the linguistic data presents a different panorama,BLEU = 27.05 75.0/42.9/16.7/10.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
65,common_voice_es_18730812.mp3,a ver con la cremallera,see the crimea,lets see with the zipper,BLEU = 17.80 66.7/25.0/25.0/0.0 (BP = 0.513 ratio = 0.600 hyp_len = 3 ref_len = 5)
66,common_voice_es_19671462.mp3,se elabora un excelente vino artesanal,his art is an excellent one,they make excellent handcraft wine,BLEU = 8.12 16.7/10.0/6.2/4.2 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
67,common_voice_es_18438309.mp3,es importante que cuando te diga que no te muevas no te muevas,its important that when you say you dont like it you dont like it,its important that when i tell you to not move you dont move,BLEU = 21.97 50.0/30.8/16.7/9.1 (BP = 1.000 ratio = 1.077 hyp_len = 14 ref_len = 13)
68,common_voice_es_19745593.mp3,una secuencia de instrucciones completa era conocida como display list lista de despliegue,sequence of complete destruction was known as despoilest despoilist,a complete instructions sequence was known as display list,BLEU = 20.16 55.6/25.0/14.3/8.3 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
69,common_voice_es_20002550.mp3,la estación comenzó a emitir a color mientras que expandía su programación local,station began to mc call when it began as a local programme,the station started to broadcast in color and expanded its local programming,BLEU = 4.46 25.0/4.5/2.5/1.4 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12)
70,common_voice_es_19657878.mp3,en su homenaje un aula del instituto de cálculo lleva su nombre,in his own age the law of the calcutta institute gave him his name,in their honor one classroom in the calculus institute is named after them,BLEU = 3.74 21.4/3.8/2.1/1.1 (BP = 1.000 ratio = 1.077 hyp_len = 14 ref_len = 13)
71,common_voice_es_19672257.mp3,dirigió a nueva chicago en la primera b nacional,he directed to new chicago in the first bee national,he coached the nueva chicago team in the first national b,BLEU = 16.81 60.0/22.2/12.5/7.1 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11)
72,common_voice_es_19449559.mp3,combatió en la batalla de arroyo grande al frente de un regimiento de caballería,he fought in the battle of oregon at the front of a cavalry regiment,he fought the great pond war as head of the cavalry regiment,BLEU = 9.24 50.0/15.4/4.2/2.3 (BP = 1.000 ratio = 1.167 hyp_len = 14 ref_len = 12)
73,common_voice_es_19999203.mp3,algunos de sus descendientes fueron coronados como emperadores del sacro imperio romano germánico,some of its descendants were coronated as the emperors of german roman succor,some of their descendants were crowned as emperors of the sacred germanic roman empire,BLEU = 10.97 69.2/25.0/4.5/2.5 (BP = 0.926 ratio = 0.929 hyp_len = 13 ref_len = 14)
74,common_voice_es_18320032.mp3,en familia  como si fuera nochebuena ,family as if it was a good night,on family as if it was christmas eve,BLEU = 51.70 62.5/57.1/50.0/40.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
75,common_voice_es_19271341.mp3,lideró a lanier a una temporada invicta,he let annie turn in the trays,he led lanier to a undefeated season,BLEU = 6.57 14.3/8.3/5.0/3.1 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
76,common_voice_es_19981417.mp3,la trayectoria histórica del colegio es compleja,the historical trajectory of the college is complete,the historical development of the school is complex,BLEU = 16.52 62.5/28.6/8.3/5.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
77,common_voice_es_19726211.mp3,fue su primera gran victoria como profesional,he was his first great victor as a profession,that was their first resounding victory as a professional competitor,BLEU = 10.15 44.4/12.5/7.1/4.2 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
78,common_voice_es_19521291.mp3,estudió composición y piano en las academias musicales de berlín y florencia,study composition and piano in the musical academics of berlin and florence,he studied scoring and piano at the music academies of berlin and florence,BLEU = 24.11 58.3/36.4/20.0/11.1 (BP = 0.920 ratio = 0.923 hyp_len = 12 ref_len = 13)
79,common_voice_es_19089127.mp3,aquí he visto una cosa muy más dulce y extraña,he has seen a very nice and strange thing,ive seen something very sweet and strange here,BLEU = 11.34 44.4/12.5/7.1/4.2 (BP = 1.000 ratio = 1.125 hyp_len = 9 ref_len = 8)
80,common_voice_es_19676851.mp3,maria antònia munar no está imputada en este caso,maria antonia is not impeded in this case,maria antonia munar has not been prosecuted for this offence,BLEU = 10.23 50.0/14.3/8.3/5.0 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10)
81,common_voice_es_19762807.mp3,tuvo cuatro hijos ilegítimos que aparecen en genealogías,he had four legitimate children who appeared in genealogy,he had four illegitimate children who appear in family trees,BLEU = 20.90 66.7/37.5/14.3/8.3 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
82,common_voice_es_20027276.mp3,corola en forma tubular,for all in shape to be,tubular shaped corolla,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 2.000 hyp_len = 6 ref_len = 3)
83,common_voice_es_19717032.mp3,así se nos cuenta una historia de amor enmarcada dentro de hechos históricos,thus we have a history of love in the market within the historical features,that is how a love story is told to us in the context of historical events,BLEU = 6.48 42.9/7.7/4.2/2.3 (BP = 0.867 ratio = 0.875 hyp_len = 14 ref_len = 16)
84,common_voice_es_19631472.mp3,se considera arquetípica de los nazarenos el romanticismo religioso alemán,he is considered the archetypical of nazareth as the religious romanticism of germany,it is considered archetypal of the nazarenes the religious german romanticism,BLEU = 10.05 53.8/16.7/4.5/2.5 (BP = 1.000 ratio = 1.182 hyp_len = 13 ref_len = 11)
85,common_voice_es_19699463.mp3,colabora con diversos medios de comunicación escritos y audiovisuales,he collaborates with several media communications writings and audio visual media,they cooperate with different mass media both written and audiovisual,BLEU = 4.93 27.3/5.0/2.8/1.6 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10)
86,common_voice_es_19721784.mp3,siguió ocupando cargos de importancia sobre todo bajo el amparo de aráoz,it was occupied with important cargoes all along the rivers rampart,he continued holding important positions especially under araozs protection,BLEU = 3.75 9.1/5.0/2.8/1.6 (BP = 1.000 ratio = 1.222 hyp_len = 11 ref_len = 9)
87,common_voice_es_19999531.mp3,ellos mismos toman con los dedos los trozos,they are the same with the trosses,they take the pieces themselves with their fingers,BLEU = 7.49 42.9/8.3/5.0/3.1 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
88,common_voice_es_20026814.mp3,la masa se estira hasta obtener gruesas láminas planas que se corta en tiras,the masts of the galleons which are covered with tiles,the dough is stretched until flat thick sheets are obtained and then it is cut into strips,BLEU = 2.48 20.0/5.6/3.1/1.8 (BP = 0.497 ratio = 0.588 hyp_len = 10 ref_len = 17)
89,common_voice_es_19673193.mp3,se les conocen por la saga de estrategia en tiempo real ground control,he is known for the soldiers strategy in real life and brown country,these guys have become known for the realtime strategy series ground control,BLEU = 12.36 30.8/16.7/9.1/5.0 (BP = 1.000 ratio = 1.083 hyp_len = 13 ref_len = 12)
90,common_voice_es_19764964.mp3,desde entonces ocupó diferentes funciones en la república árabe saharaui democrática y el polisario,since then he had occupied different functions in the older republic democratic and political,within the sahrawi arab democratic republic and the polisario front he then took several positions,BLEU = 4.14 42.9/3.8/2.1/1.1 (BP = 0.931 ratio = 0.933 hyp_len = 14 ref_len = 15)
91,common_voice_es_20049521.mp3,es un hecho inevitable,his inevitable,its an unavoidable fact,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.368 ratio = 0.500 hyp_len = 2 ref_len = 4)
92,common_voice_es_19610952.mp3,en cartagena se comenzaron a constituir sociedades anónimas para la explotación de las minas,she said that in carthagena they started building oxides and animals for exploitation of the mines,in cartagena they started to built anonymous societies to exploitation of the mines,BLEU = 18.92 43.8/26.7/14.3/7.7 (BP = 1.000 ratio = 1.231 hyp_len = 16 ref_len = 13)
93,common_voice_es_19668065.mp3,filiberto adhería a las ideas del anarquismo,filibeto had the ideas of anarchism,filiberto advocated anarchisms ideas,BLEU = 8.12 16.7/10.0/6.2/4.2 (BP = 1.000 ratio = 1.500 hyp_len = 6 ref_len = 4)
94,common_voice_es_19687089.mp3,es primo de ana de palacio y de la fallecida loyola de palacio,hes the first thats in a deep place here and the fall of a woody place here,he is the cousin of ana de palacio and deceased loyola palacio,BLEU = 3.01 17.6/3.1/1.7/0.9 (BP = 1.000 ratio = 1.417 hyp_len = 17 ref_len = 12)
95,common_voice_es_19426442.mp3,finalmente descendió de categoría como colista del campeonato,finally he extended category as acquirest of the championship,finally it was downgraded as bottom of the championship,BLEU = 20.16 55.6/25.0/14.3/8.3 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
96,common_voice_es_19637099.mp3,ella estudió en la universidad de jordania,she studied at the university of chicago,she studied at the university of jordan,BLEU = 80.91 85.7/83.3/80.0/75.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
97,common_voice_es_18721317.mp3,porque voy a tirarme por la cascada,why do you want to tie me to the cascade,because ill jump on the waterfall,BLEU = 4.20 10.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.667 hyp_len = 10 ref_len = 6)
98,common_voice_es_19764278.mp3,para ello debe ser visto como una lista de trabajo,for then they have been seen as a workman,for that purpose it has to be considered as a working list,BLEU = 7.56 33.3/12.5/7.1/4.2 (BP = 0.717 ratio = 0.750 hyp_len = 9 ref_len = 12)
99,common_voice_es_19624394.mp3,durante la competencia se lo vinculó con el manchester united,during the competition he joined manchester united,during the competence it was linked to the manchester united,BLEU = 12.10 57.1/33.3/10.0/6.2 (BP = 0.651 ratio = 0.700 hyp_len = 7 ref_len = 10)
100,common_voice_es_19615518.mp3,con ello se inició una nueva etapa en la existencia de la institución,he started a new era in the existence of the institution,with that a new era on the institutions existence began,BLEU = 15.85 45.5/20.0/11.1/6.2 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10)
101,common_voice_es_19607406.mp3,ellos concluyeron que algo raro estaba sucediendo,they concluded that the ogre was succeeding,they figured that something odd was happening,BLEU = 8.64 42.9/8.3/5.0/3.1 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
102,common_voice_es_19730527.mp3,el burgos promesas tiene sus instalaciones en el barrio,the bargos premises has its installations in the neighbourhood,burgos promesas facilities are located in the neighborhood,BLEU = 9.54 22.2/12.5/7.1/4.2 (BP = 1.000 ratio = 1.125 hyp_len = 9 ref_len = 8)
103,common_voice_es_19755211.mp3,burundi clasificó a un atleta en esta disciplina,andy classify the school in this discipline,burundi qualified as an athlete in this discipline,BLEU = 21.19 42.9/33.3/20.0/12.5 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
