,path,source_text,pred_text,ref_text,ASR_BLEU
19,common_voice_es_20064421.mp3,lo cual era y es cercano a mí,it was the only one,this made him close to me and he still is,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.368 ratio = 0.500 hyp_len = 5 ref_len = 10)
20,common_voice_es_19641192.mp3,la principal estrategia sin embargo fue la disuasión en lugar de luchar,the main strategy however was the situation,however deterrence rather than fighting was the main strategy,BLEU = 23.10 71.4/50.0/20.0/12.5 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
21,common_voice_es_19650955.mp3,aquella persona resulta ser hiro un joven delincuente a quien mika inicialmente teme,sperson is called here a young friend of mine,that person turns out to be hiro a young delinquent feared by mika at first,BLEU = 4.90 22.2/12.5/7.1/4.2 (BP = 0.513 ratio = 0.600 hyp_len = 9 ref_len = 15)
22,common_voice_es_19693511.mp3,además concluyó las obras del seminario diocesano y lo inauguró,the edition of the works of moses and aaron were completed,in addition he completed the work on the diocesan seminary and inaugurated it,BLEU = 4.42 36.4/5.0/2.8/1.6 (BP = 0.834 ratio = 0.846 hyp_len = 11 ref_len = 13)
23,common_voice_es_19688788.mp3,una niña que se ahoga con los huesos del pollo,little girl with the lights,a girl is chocking with chicken bones,BLEU = 8.52 40.0/12.5/8.3/6.2 (BP = 0.670 ratio = 0.714 hyp_len = 5 ref_len = 7)
24,common_voice_es_19860601.mp3,solo este último y teledeporte han perdurado hasta ahora,only the last one,just this very last one and teledeporte has remained so far,BLEU = 5.55 50.0/33.3/25.0/25.0 (BP = 0.174 ratio = 0.364 hyp_len = 4 ref_len = 11)
25,common_voice_es_19734126.mp3,ha jugado con las categorías inferiores de bosnia y de suiza,he has worked with the inferior categories of bosnia and sweden,he has played in the minor categories in bosnia and switzerland,BLEU = 11.73 54.5/20.0/5.6/3.1 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11)
26,common_voice_es_19711368.mp3,empezó en la regional preferente provincial,the provincial region,his first steps were in the regional preferential provincial,BLEU = 4.69 66.7/25.0/25.0/0.0 (BP = 0.135 ratio = 0.333 hyp_len = 3 ref_len = 9)
27,common_voice_es_18636214.mp3,apenas lo advertí me detuve y mandé detener a mi gente,never done it before,once i saw it i stopped and i stopped my people,BLEU = 2.78 25.0/16.7/12.5/12.5 (BP = 0.174 ratio = 0.364 hyp_len = 4 ref_len = 11)
28,common_voice_es_19719211.mp3,el universo se siente entonces como el propio cuerpo,the universe is then known as its own body,the university then feels like part of your own body,BLEU = 10.15 44.4/12.5/7.1/4.2 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
29,common_voice_es_19689119.mp3,el tercero es el día dedicado a san jorge día de procesiones,church is dedicated to saint boniface and in possession,the third day is dedicated to st george a day of processions,BLEU = 12.72 33.3/25.0/14.3/8.3 (BP = 0.717 ratio = 0.750 hyp_len = 9 ref_len = 12)
30,common_voice_es_19738520.mp3,antes de ingresar al colegio se pone en contacto con varios botánicos,college is held in contact with several botanists,before entering the association he got in touch with several botanists,BLEU = 15.18 50.0/28.6/16.7/10.0 (BP = 0.687 ratio = 0.727 hyp_len = 8 ref_len = 11)
31,common_voice_es_19634534.mp3,maya herrera y sylar se encuentran en un picnic en un parque,a picnic in a park,maya herrera and sylar are having a picnic in a park,BLEU = 30.12 100.0/100.0/100.0/100.0 (BP = 0.301 ratio = 0.455 hyp_len = 5 ref_len = 11)
32,common_voice_es_19634293.mp3,hans p linder,holmes b netter,hans p linder,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 3 ref_len = 3)
33,common_voice_es_19639772.mp3,recibe el nombre de ciutat esportiva debido al complejo en el que está situado,the name of the sportsman has taken place,it receives the name of ciutat esportiva due to the complex where it is located,BLEU = 9.21 50.0/28.6/16.7/10.0 (BP = 0.417 ratio = 0.533 hyp_len = 8 ref_len = 15)
34,common_voice_es_19674707.mp3,lista de roles interpretados durante su carrera,he has played roles during his career,list of roles performed during his career,BLEU = 26.27 57.1/33.3/20.0/12.5 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
35,common_voice_es_19596038.mp3,thompson ha denominado la economía moral de la multitud,thompson has made the moral economy,thompson has titled it moral economy of the crowd,BLEU = 14.72 83.3/40.0/12.5/8.3 (BP = 0.607 ratio = 0.667 hyp_len = 6 ref_len = 9)
36,common_voice_es_19124320.mp3,hubo una importante contención del gasto público y se reformuló la deuda pública,he had the important contents of public gas and he performed public diet,there was a significant reduction in government spending and the federal deficit was reformulated,BLEU = 3.40 15.4/4.2/2.3/1.2 (BP = 0.926 ratio = 0.929 hyp_len = 13 ref_len = 14)
37,common_voice_es_19731437.mp3,el condado recibe su nombre en honor a benjamin parke,the county is named after benjamin park,the county is named in honor of benjamin parke,BLEU = 32.67 71.4/50.0/40.0/25.0 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
38,common_voice_es_20067129.mp3,él es el líder el creador y locutor de radio favela,hes the leader the creator and author of radio verbena,he is the leader creator and speaker of radio favela,BLEU = 14.54 60.0/33.3/6.2/3.6 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
39,common_voice_es_18598246.mp3,¿playa o montaña,,beach or mountain,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.000 ratio = 0.000 hyp_len = 0 ref_len = 3)
40,common_voice_es_19641195.mp3,pineda ponce fue un ideólogo del partido liberal de honduras,ned dempsey was a biologist of higher ethnic liberality,pineda ponce created the ideology of the honduran liberal party,BLEU = 4.27 11.1/6.2/3.6/2.1 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
41,common_voice_es_19672765.mp3,hicieron que se sientan más como una familia,they were more like a family,they made them feel like family,BLEU = 10.68 50.0/10.0/6.2/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
42,common_voice_es_19650952.mp3,son especies de valor en la pesca siendo comercializadas y frecuentes en los mercados,a species of the fish family,they are valuable species in fisheries and are often traded in markets,BLEU = 2.99 16.7/10.0/6.2/4.2 (BP = 0.368 ratio = 0.500 hyp_len = 6 ref_len = 12)
43,common_voice_es_19767830.mp3,el vision tiene motor delantero y tracción delantera,as he and hazel entered the room and an entering draught,the vision has a front engine and front wheel drive,BLEU = 4.46 18.2/5.0/2.8/1.6 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10)
44,common_voice_es_19724801.mp3,sin embargo mucha gente rechaza la lectura vasca con razones lenguaje externas,however many people read the boss lecture,however many people reject basque texts arguing questions of language,BLEU = 15.93 42.9/33.3/20.0/12.5 (BP = 0.651 ratio = 0.700 hyp_len = 7 ref_len = 10)
45,common_voice_es_20049522.mp3,jueves el santísimo es quitado en la procesión por la ciudad,he is a member of the city,thursday the blessed sacrament does not take part in the procession through the city,BLEU = 4.83 28.6/16.7/10.0/6.2 (BP = 0.368 ratio = 0.500 hyp_len = 7 ref_len = 14)
46,common_voice_es_19595704.mp3,jugó de centrocampista y su primer equipo fue cruz azul,played in the centre and his first team was cruising,he played as a midfielder and his first team was cruz azul,BLEU = 33.66 60.0/44.4/37.5/28.6 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12)
47,common_voice_es_19605496.mp3,lo primero es tomar las medidas oportunas para evitar las picaduras de garrapata,first one was able to avoid the pickets,the first thing is to take precautions to avoid tick bites,BLEU = 9.03 50.0/14.3/8.3/5.0 (BP = 0.687 ratio = 0.727 hyp_len = 8 ref_len = 11)
48,common_voice_es_19633538.mp3,desde entonces margarita de francia se encarga de ponerle la voz a marge,since then frances margherita goes away,margarita de francia has become responsible for putting marges voice since then,BLEU = 5.97 33.3/20.0/12.5/8.3 (BP = 0.368 ratio = 0.500 hyp_len = 6 ref_len = 12)
49,common_voice_es_19667081.mp3,esta especie lleva el nombre en honor a holger sander,this species of mane doth ever hold asunder,this species is named in honor of holger sander,BLEU = 10.79 37.5/14.3/8.3/5.0 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9)
50,common_voice_es_19634533.mp3,en su lugar organizó esfuerzos de socorro para muchos soldados heridos aliados y franceses,in this place he worked for many military soldiers and friends,instead aid efforts were organized for many aligned and french wounded soldiers,BLEU = 8.14 36.4/10.0/5.6/3.1 (BP = 0.913 ratio = 0.917 hyp_len = 11 ref_len = 12)
51,common_voice_es_19667431.mp3,la alfombra era un bien necesario para protegerse del rudo invierno,fire was very necessary to protect the windows,the carpet was a necessary element of protection from the harsh winter,BLEU = 4.41 37.5/7.1/4.2/2.5 (BP = 0.607 ratio = 0.667 hyp_len = 8 ref_len = 12)
52,common_voice_es_19765189.mp3,esto llevó a la desarticulación de la noción del arte en sí,this led to the articulation of the heart,this led to dismantling the notion of arts in itself,BLEU = 18.19 62.5/28.6/16.7/10.0 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10)
53,common_voice_es_19887707.mp3,los intentos de reforma militar fracasaron,military reforms were made,the military reform attempts failed,BLEU = 12.44 25.0/16.7/12.5/12.5 (BP = 0.779 ratio = 0.800 hyp_len = 4 ref_len = 5)
54,common_voice_es_19605781.mp3,sólo hay dos valores blanco y negro,has the valleys white and black,there are only two possibilities black and white,BLEU = 7.65 50.0/10.0/6.2/4.2 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
55,common_voice_es_19636171.mp3,las llamadas termas de los arcos son en realidad dos conjuntos termales independientes,arches are in reality two independent systems,in fact what is called termas de los arcos are two independent thermal establishments,BLEU = 5.75 57.1/16.7/10.0/6.2 (BP = 0.368 ratio = 0.500 hyp_len = 7 ref_len = 14)
56,common_voice_es_19688054.mp3,sutjeska es el segundo equipo más exitoso con tres finales disputadas,second team is the most delectable of three finals,sutjeska is the second most successful team with three finals played,BLEU = 12.42 77.8/25.0/7.1/4.2 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11)
57,common_voice_es_19675373.mp3,beyonder aceptó a regañadientes,you know he accepted,beyonder grudgingly accepted,BLEU = 15.97 25.0/16.7/12.5/12.5 (BP = 1.000 ratio = 1.333 hyp_len = 4 ref_len = 3)
58,common_voice_es_18666619.mp3,raquel lleva una blusa de nailon,where kellys an a b,raquel is wearing a nylon shirt,BLEU = 8.75 20.0/12.5/8.3/6.2 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
59,common_voice_es_19695740.mp3,estuvo en lee strasberg theatre and film institute,to boney strasbourg theodore and philip institute,he was at lee strasberg theatre and film institute,BLEU = 5.87 28.6/8.3/5.0/3.1 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
60,common_voice_es_19747689.mp3,juega como defensa o extremo y actualmente milita en el os belenenses,he plays as a defender adroitly in the omnibus,he plays either in a defense position or on the opposite side and he is currently an active fan of os belenenses,BLEU = 2.83 55.6/12.5/7.1/4.2 (BP = 0.236 ratio = 0.409 hyp_len = 9 ref_len = 22)
61,common_voice_es_19661098.mp3,las pensiones de contribución definida suelen ser portables,contributions are very important,defined contribution benefits are usually portable,BLEU = 9.69 25.0/16.7/12.5/12.5 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6)
62,common_voice_es_19751541.mp3,fue miembro de la academia brasileña de ciencias,he was a member of the brazilian academy of sciences,he was a member of the brazilian academy of sciences,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
63,common_voice_es_19665157.mp3,la punta de la cola es puntiaguda,columbus blot,the tale point is sharp,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.223 ratio = 0.400 hyp_len = 2 ref_len = 5)
64,common_voice_es_19684324.mp3,ha participado en series de televisión películas para televisión teatro y cine,he has participated in television series television and television series,she has participated in television shows movies for television drama and cinema,BLEU = 23.80 60.0/33.3/25.0/14.3 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12)
65,common_voice_es_18372317.mp3,entrevistan el pintor en la radio,in the radio,the painter is being interviewed on the radio,BLEU = 10.39 66.7/50.0/50.0/0.0 (BP = 0.189 ratio = 0.375 hyp_len = 3 ref_len = 8)
66,common_voice_es_19636723.mp3,la literatura posterior a la segunda guerra mundial combinó movimientos muy diferentes,later literature was combined with different movements,after world war two literature had a combination of very different movements,BLEU = 7.12 42.9/16.7/10.0/6.2 (BP = 0.490 ratio = 0.583 hyp_len = 7 ref_len = 12)
67,common_voice_es_19668311.mp3,su obra periodística abarca artículos históricos políticos y financieros,myriads of historical and financial stories,his journalistic writing includes historical political and financial articles,BLEU = 10.90 50.0/20.0/12.5/8.3 (BP = 0.607 ratio = 0.667 hyp_len = 6 ref_len = 9)
68,common_voice_es_19965995.mp3,owen tuvo además un hijo ilegítimo,he was also a legal son,owen also had an illegitimate son,BLEU = 9.65 33.3/10.0/6.2/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
69,common_voice_es_19640241.mp3,estas aves son omnívoras se alimentan de plantas y animales pequeños y huevos,these these are omnivorous and small animals,these birds are omnivorous they feed on plants small animals and eggs,BLEU = 10.06 85.7/33.3/10.0/6.2 (BP = 0.490 ratio = 0.583 hyp_len = 7 ref_len = 12)
70,common_voice_es_19745846.mp3,los miembros tiene un color gris más obscuro que el resto del cuerpo,the members have a green colour the rest of the body,the extremities are gray darker than the rest of the body,BLEU = 36.72 54.5/40.0/33.3/25.0 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11)
71,common_voice_es_19756073.mp3,solo hubo daños materiales,is only a few materials,the only damage was material things,BLEU = 8.75 20.0/12.5/8.3/6.2 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
72,common_voice_es_19596092.mp3,sin embargo sectores significativos de la muralla de la fortaleza se mantienen,however the most important sects are maintained,however significant sectors of the fort wall are kept,BLEU = 6.50 42.9/8.3/5.0/3.1 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
73,common_voice_es_19620562.mp3,el mercado de esclavos de constantinopla se encontraba en el valle de las lamentaciones,hussin on a pints market price it was,the slave market of constantinople was in the valley of lamentations,BLEU = 4.51 25.0/7.1/4.2/2.5 (BP = 0.687 ratio = 0.727 hyp_len = 8 ref_len = 11)
74,common_voice_es_19673001.mp3,posee solo un pie de elevación sobre el nivel del mar,it is only a high level,it has only one foot of elevation above sea level,BLEU = 5.48 50.0/10.0/6.2/4.2 (BP = 0.513 ratio = 0.600 hyp_len = 6 ref_len = 10)
75,common_voice_es_19610256.mp3,sus territorios fueron tomados de la antigua diócesis de boston,territories were buried in ancient diocese,their territories were taken from the old boston diocese,BLEU = 10.90 50.0/20.0/12.5/8.3 (BP = 0.607 ratio = 0.667 hyp_len = 6 ref_len = 9)
76,common_voice_es_19507420.mp3,en muchos casos fueron tomados en cuenta en los estándares internacionales existentes,in many cases the existing international standards were found,in many cases they were considered in existing international standards,BLEU = 27.76 77.8/50.0/28.6/8.3 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
77,common_voice_es_19610983.mp3,son plantas perennes o anuales cespitosas o rizomatosas,perennial or annual plants,they are perennial or annual cespitose or rhizomatous plants,BLEU = 18.31 100.0/66.7/50.0/50.0 (BP = 0.287 ratio = 0.444 hyp_len = 4 ref_len = 9)
78,common_voice_es_19768075.mp3,estuvo casado con ana peñalosa,he was married to a penelope,he was married to ana peñalosa,BLEU = 50.81 66.7/60.0/50.0/33.3 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
79,common_voice_es_19705510.mp3,abel cumplió con los deseos de dios pero caín solamente ofreció frutos,it was born of gods death,abel obeyed gods wishes but cain only offered fruit,BLEU = 4.92 16.7/10.0/6.2/4.2 (BP = 0.607 ratio = 0.667 hyp_len = 6 ref_len = 9)
80,common_voice_es_19606065.mp3,jugó en cuatro ocasiones en el campeonato de argentina de ajedrez,he plays for a time in the argentine encampment,he played four times in the argentinean chess championship,BLEU = 10.55 33.3/12.5/7.1/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
81,common_voice_es_19688781.mp3,cabello anunció que el disco estaría dividido en tres partes,the album was divided in three parts,cabello announced that the disk would be threefold,BLEU = 5.69 14.3/8.3/5.0/3.1 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
82,common_voice_es_19723761.mp3,esta medida fue acompañada de una importante reforma fiscal,this method was made of an important fiscal reform,this policy was complemented by major tax reform,BLEU = 6.27 33.3/6.2/3.6/2.1 (BP = 1.000 ratio = 1.125 hyp_len = 9 ref_len = 8)
83,common_voice_es_18312751.mp3,cuando termina la vida de la escuela comienza la escuela de la vida,in the schools lifetime,when schooling ends the schooling of life begins,BLEU = 5.88 25.0/16.7/12.5/12.5 (BP = 0.368 ratio = 0.500 hyp_len = 4 ref_len = 8)
84,common_voice_es_19092554.mp3,estoy en el cielo,love you,i am in heaven,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.368 ratio = 0.500 hyp_len = 2 ref_len = 4)
85,common_voice_es_19689903.mp3,todos los tracks por minor threat,all the works are written by men who read,all minor threat tracks,BLEU = 4.77 11.1/6.2/3.6/2.1 (BP = 1.000 ratio = 2.250 hyp_len = 9 ref_len = 4)
86,common_voice_es_19615354.mp3,para promover la reforma agraria defendió el pago de las desamortizaciones en divisas públicas,he defended the power of the publications,in order to promote agrarian reform he argued for the payment of confiscations in national currency,BLEU = 2.39 42.9/8.3/5.0/3.1 (BP = 0.276 ratio = 0.438 hyp_len = 7 ref_len = 16)
87,common_voice_es_20012379.mp3,fuera de estos territorios exclusivamente vía internet,it was part of these territories,outside these territories exclusively via internet,BLEU = 16.23 33.3/20.0/12.5/8.3 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
88,common_voice_es_19693336.mp3,se convirtió en el más famoso e influyente escultor de mozambique,he was the most famous and famous sculptor of mozambique,he turned into the most famous and influent sculptor of mozambique,BLEU = 35.54 80.0/55.6/37.5/14.3 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11)
89,common_voice_es_19748261.mp3,memoria presentada por el ministro de hacienda y comercio,the ministry of justice and committee,report of the ministry of finance and trade,BLEU = 23.26 66.7/40.0/25.0/16.7 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
90,common_voice_es_19613835.mp3,a los dieciocho viajó a argentina donde permaneció durante casi un año,he went to argentina where he remained for a year,at eighteen he travelled to argentina where he stayed for almost a year,BLEU = 24.87 80.0/44.4/25.0/14.3 (BP = 0.741 ratio = 0.769 hyp_len = 10 ref_len = 13)
91,common_voice_es_19887709.mp3,livin it up,a leaf,livin it up,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.607 ratio = 0.667 hyp_len = 2 ref_len = 3)
92,common_voice_es_19602442.mp3,el pecho está moteado de gris y los ojos son negros,the head is covered with gray and the eyes are black,the chest is mottled with gray and the eyes are black,BLEU = 60.77 81.8/60.0/55.6/50.0 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11)
93,common_voice_es_20005156.mp3,su preocupación literaria giró en torno al sentir tradicional de los sectores populares argentinos,his literary pregnancy was the traditional centre of the argentine and populous sectors,his literary concern was focused on popular argentine sectors traditional feelings,BLEU = 8.13 46.2/8.3/4.5/2.5 (BP = 1.000 ratio = 1.182 hyp_len = 13 ref_len = 11)
94,common_voice_es_19045245.mp3,en la época en que le tocó vivir el poeta,poet was born,at the time he lived he was a poet,BLEU = 4.69 66.7/25.0/25.0/0.0 (BP = 0.135 ratio = 0.333 hyp_len = 3 ref_len = 9)
95,common_voice_es_19321491.mp3,nació en erskine minnesota estados unidos,he was born in arskaye minnesota,he was born in erskine minnesota u s a,BLEU = 32.59 83.3/60.0/50.0/33.3 (BP = 0.607 ratio = 0.667 hyp_len = 6 ref_len = 9)
96,common_voice_es_19620084.mp3,una característica de la organización socialista en la zona era su debilidad,social organization was his duty,a characteristic of the socialist organization in the region was its weakness,BLEU = 3.13 40.0/12.5/8.3/6.2 (BP = 0.247 ratio = 0.417 hyp_len = 5 ref_len = 12)
97,common_voice_es_18666617.mp3,¿ has hablado con leonor no,you know it now,have you spoken to leonor no,BLEU = 9.69 25.0/16.7/12.5/12.5 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6)
98,common_voice_es_19916861.mp3,en los convertidores grandes se usa vapor para poner la prensa en acción,the great convertibles it is used to use the pregnancy,vapor is used to set the press in motion in huge converters,BLEU = 13.74 40.0/22.2/12.5/7.1 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12)
99,common_voice_es_19725187.mp3,los vestuarios no son remodelados,the windows are not removed,dressing rooms are not remodeled,BLEU = 21.36 40.0/25.0/16.7/12.5 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5)
100,common_voice_es_19654603.mp3,magnolia subg,magnolias,magnolia s u b g,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.018 ratio = 0.200 hyp_len = 1 ref_len = 5)
101,common_voice_es_19751076.mp3,actualmente milita en central español de la segunda división de uruguay,he is curtly in spain central in the european division,currently he plays for central español in uruguays second division,BLEU = 5.93 40.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
102,common_voice_es_19664220.mp3,tuvo una breve carrera política,he had a great political career,he had a short career in politics,BLEU = 27.48 66.7/40.0/25.0/16.7 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
103,common_voice_es_18781958.mp3,no tardaron en llamarme,didnt know,it wasnt long before they called me,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.082 ratio = 0.286 hyp_len = 2 ref_len = 7)
104,common_voice_es_19594718.mp3,al concluir la campaña queiroz fue destituido,the campaign ended,queiroz was dismissed at the end of the campaign,BLEU = 7.45 66.7/50.0/50.0/0.0 (BP = 0.135 ratio = 0.333 hyp_len = 3 ref_len = 9)
105,common_voice_es_18400851.mp3,¡ doctor lo ha conseguido,he has gone away,doctor you did it,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 4 ref_len = 4)
106,common_voice_es_19637485.mp3,además englund tiene dos hermanos,edition in lancaster brothers,furthermore englund has two brothers,BLEU = 12.44 25.0/16.7/12.5/12.5 (BP = 0.779 ratio = 0.800 hyp_len = 4 ref_len = 5)
107,common_voice_es_20042773.mp3,estudió en el colegio de san ildefonso de madrid,he studied as an adept in the art,he studied in the school san idefonso of madrid,BLEU = 13.78 50.0/28.6/8.3/5.0 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9)
108,common_voice_es_19372683.mp3,hermandad dominicana del stmo,almighty carmena,dominican brotherhood of the most holy,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.135 ratio = 0.333 hyp_len = 2 ref_len = 6)
