,Prediction,Gold,ASR_BLEU
51,the timosco or parcaeus,the kiosk or parque a díaz,BLEU = 11.52 50.0/16.7/12.5/12.5 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6)
52,we started working as a lawyer with the future president romayne,moon started working as a lawyer with the future president roh moo hyun,BLEU = 65.54 81.8/80.0/77.8/75.0 (BP = 0.834 ratio = 0.846 hyp_len = 11 ref_len = 13)
53,i admire and admire a japanese culture,she was knowledgeable and admirer of the japanese culture,BLEU = 10.92 42.9/16.7/10.0/6.2 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
54,sarah left the group in the evening,sara left the group in april,BLEU = 41.11 57.1/50.0/40.0/25.0 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6)
55,however the public as well as the critic excite very well the opera,the opera received very good reviews both from the public and the critics,BLEU = 9.67 46.2/16.7/4.5/2.5 (BP = 1.000 ratio = 1.000 hyp_len = 13 ref_len = 13)
56,it was buried together with ranee in the familiar pantheon of peaches and oriel,she was buried next to ronnie on the petersons family pantheon in orebro,BLEU = 7.14 35.7/7.7/4.2/2.3 (BP = 1.000 ratio = 1.077 hyp_len = 14 ref_len = 13)
57,of course its the most genital,actually you are too cool,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
58,besides he concluded the works of the seminary of yosemite and the narrator,in addition he completed the work on the diocesan seminary and inaugurated it,BLEU = 4.62 38.5/4.2/2.3/1.2 (BP = 1.000 ratio = 1.000 hyp_len = 13 ref_len = 13)
59,his origins economy was based on the lack of vacuum,in its origins the economy was based on raising dairy cattle,BLEU = 26.31 60.0/33.3/25.0/14.3 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11)
60,is a large scale designed and created as the element of society,its a place of a huge scale designed and created as an element of the society,BLEU = 28.56 83.3/45.5/30.0/22.2 (BP = 0.717 ratio = 0.750 hyp_len = 12 ref_len = 16)
61,to celebrate the victory he sacrificed one of these two homages,he sacrificed twelve oxen in honor of zeus to celebrate victory,BLEU = 11.73 54.5/20.0/5.6/3.1 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11)
62,the century fernando de silvas contraband against the poor bones,the count fernando de silva rebelled against the bourbons in the century,BLEU = 11.90 60.0/33.3/6.2/3.6 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12)
63,on the other hand it is done with an authenticity due to be in any pedestal style,the authenticity of some others is open to doubt due to their lack of purely epistolary style,BLEU = 6.02 35.3/6.2/3.3/1.8 (BP = 1.000 ratio = 1.000 hyp_len = 17 ref_len = 17)
64,is characterized by the use of a determined red color,it is characterized by the use of a certain pink color,BLEU = 59.78 80.0/66.7/62.5/57.1 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11)
65,he have a patio,we dont have a dog but we do have a patio,BLEU = 10.33 75.0/66.7/50.0/50.0 (BP = 0.174 ratio = 0.364 hyp_len = 4 ref_len = 11)
66,there were only one thousand copies of the parties between executives and periodists,they only made one thousand copies which were shared among followers and reporters,BLEU = 13.67 46.2/16.7/9.1/5.0 (BP = 1.000 ratio = 1.000 hyp_len = 13 ref_len = 13)
67,this left the last,he rejected with anger the ultimatum,BLEU = 9.69 25.0/16.7/12.5/12.5 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6)
68,investigation was based on its duration,the investigation was based on their sworn affidavits,BLEU = 36.41 66.7/60.0/50.0/33.3 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
69,ham was pending,bendicion de campos,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 3 ref_len = 3)
70,that time many people moved to lisbon,during that time a lot of people moved to lisbon,BLEU = 31.85 85.7/66.7/40.0/25.0 (BP = 0.651 ratio = 0.700 hyp_len = 7 ref_len = 10)
71,and supervision of the species,its survival of the species,BLEU = 39.76 60.0/50.0/33.3/25.0 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5)
72,there are no specific treatments,and there are no specific treatments,BLEU = 81.87 100.0/100.0/100.0/100.0 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
73,the bashafur their gothic and venice and the selims,on the ground floor gothic and renaissance elements are mixed,BLEU = 9.44 33.3/12.5/7.1/4.2 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
74,he has to acquire numerous research projects then as by civic institutions,they have conducted several investigation projects financed by different public institutions,BLEU = 4.46 25.0/4.5/2.5/1.4 (BP = 1.000 ratio = 1.091 hyp_len = 12 ref_len = 11)
75,however my intervention was incommoded by all the columbians,unfortunately i dont like this kind of procedure and it bothers most colombians,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.641 ratio = 0.692 hyp_len = 9 ref_len = 13)
76,psalm written by jor is described as an inspiration,jojos written song track is described as an uplifting hymn,BLEU = 28.24 55.6/37.5/28.6/16.7 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
77,swedish government assumed the debts of the banks,the swedish government took on the banks debt,BLEU = 16.52 62.5/28.6/8.3/5.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
78,from the broncho complications lewis decided to move from santiago to concord,due to bronchi complications lobos decided to move from santiago to concon,BLEU = 43.36 58.3/45.5/40.0/33.3 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12)
79,i ought to write one with final felicity but i cant read,i wanted to write something with a happy ending as much as that can be unreal,BLEU = 5.77 33.3/9.1/5.0/2.8 (BP = 0.717 ratio = 0.750 hyp_len = 12 ref_len = 16)
80,the animated forebodings of his crustaceans all over cameron and cephalopho,they eat a wide range of fishes crustaceans mainly prawns and cephalopods,BLEU = 4.50 27.3/5.0/2.8/1.6 (BP = 0.913 ratio = 0.917 hyp_len = 11 ref_len = 12)
81,presently this albuminous catalogue data,currently we have discontinued this album,BLEU = 8.75 20.0/12.5/8.3/6.2 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
82,player can win and help the factions in his battles,the player will be able to join and help with the factions in their battles,BLEU = 12.96 70.0/33.3/12.5/7.1 (BP = 0.607 ratio = 0.667 hyp_len = 10 ref_len = 15)
83,parties played in the car,they played the games in macao,BLEU = 11.51 60.0/12.5/8.3/6.2 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
84,please stop five minutes,the police took five minutes to appear,BLEU = 15.09 50.0/33.3/25.0/25.0 (BP = 0.472 ratio = 0.571 hyp_len = 4 ref_len = 7)
85,is located between the tree and the punt and the remedios,it is located between triana bridge and remedios bridge,BLEU = 15.85 45.5/20.0/11.1/6.2 (BP = 1.000 ratio = 1.222 hyp_len = 11 ref_len = 9)
86,i ought to be with them do you think sir,i want to talk to them okay,BLEU = 5.52 30.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.429 hyp_len = 10 ref_len = 7)
87,we support the cases of people that are members of them,lets suppose the cases of sets which are members of themselves,BLEU = 23.46 54.5/40.0/22.2/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11)
88,the mansion has a sanctuary that is supposed to mark it,the mountain has a sanctuary that supposedly marks his graveyard,BLEU = 24.81 45.5/30.0/22.2/12.5 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10)
89,he is married to missus bardell to rowan and father of six children,he is currently married with isis peralta rolon fathering six kids,BLEU = 7.35 30.8/8.3/4.5/2.5 (BP = 1.000 ratio = 1.182 hyp_len = 13 ref_len = 11)
90,even with lydias eloquence jesus has written the song of multiplication,jesusa has written the lyrics of a lot of songs together with liliana,BLEU = 13.22 45.5/20.0/11.1/6.2 (BP = 0.834 ratio = 0.846 hyp_len = 11 ref_len = 13)
91,hes mainly known fitzpiers solaced,he is mostly known because of his career as a soloist,BLEU = 3.22 20.0/12.5/8.3/6.2 (BP = 0.301 ratio = 0.455 hyp_len = 5 ref_len = 11)
92,administrative division is composed by five provinces each with its provincial superior,the administrative division is made of five provinces each with its provincial superior,BLEU = 58.34 83.3/72.7/60.0/44.4 (BP = 0.920 ratio = 0.923 hyp_len = 12 ref_len = 13)
93,however this classification is not used extensively,however this classification is still widely used,BLEU = 43.47 71.4/50.0/40.0/25.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
94,he was determined to become artist,he was determined to be any kind of artist,BLEU = 32.59 83.3/60.0/50.0/33.3 (BP = 0.607 ratio = 0.667 hyp_len = 6 ref_len = 9)
95,mediaeval wars are resumed in ascetics and wars,the medieval wars can be resumed in harassment and war of attrition,BLEU = 7.97 50.0/14.3/8.3/5.0 (BP = 0.607 ratio = 0.667 hyp_len = 8 ref_len = 12)
96,he was married in his church where he would be married years later,years later they would get married at that church,BLEU = 7.77 38.5/8.3/4.5/2.5 (BP = 1.000 ratio = 1.444 hyp_len = 13 ref_len = 9)
97,they have one of the most elevated peaks of the country,it has one of the highest peaks of the town,BLEU = 23.46 54.5/40.0/22.2/6.2 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10)
98,to the communications however it is independent of the amount of information received omitted,apart from this in the telecommunications field it is independent of the amount of information received or sent,BLEU = 45.96 71.4/61.5/58.3/54.5 (BP = 0.751 ratio = 0.778 hyp_len = 14 ref_len = 18)
99,the capital is the city of cuba,the capital is the city of quba,BLEU = 80.91 85.7/83.3/80.0/75.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
