,Unnamed: 0,path,source_text,pred_text,ref_text,ASR_BLEU,COMET,METEOR,BLASER
11,11,common_voice_es_19135359.mp3,empezó a escribir muy temprano todavía en la enseñanza básica luego en el liceo,he began writing very early in the basic school,he started writing very early first in elementary school then in high school,BLEU = 13.53 66.7/25.0/14.3/8.3 (BP = 0.641 ratio = 0.692 hyp_len = 9 ref_len = 13),0.851189911365509,0.5336896663427275,4.081205368041992
12,12,common_voice_es_19999087.mp3,sus padres eran hippies que se divorciaron cuando ella tenía siete años,he was his father who divorced when he had seven years,her parents were hippies who divorced when she was seven,BLEU = 15.85 45.5/20.0/11.1/6.2 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10),0.5722284913063049,0.44158415841584164,3.429542064666748
13,13,common_voice_es_19728156.mp3,se refiere a las interacciones entre la política tecnología y cultura,the interactions between politics technology and culture,it refers to the interactions between politics technology and culture,BLEU = 65.14 100.0/100.0/100.0/100.0 (BP = 0.651 ratio = 0.700 hyp_len = 7 ref_len = 10),0.8967541456222534,0.7205975173574584,4.5356597900390625
14,14,common_voice_es_19610984.mp3,algunas de las obras forman parte del repertorio regular de los grupos musicales turcos,some works are part of the regular repertoire of turkish musical groups,some compositions are part of the regular repertoire of turkish music groups,BLEU = 64.84 83.3/63.6/60.0/55.6 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12),0.9464334845542908,0.9139118457300276,4.843293190002441
15,15,common_voice_es_19768072.mp3,su contacto puede producir quemaduras en la piel y daños en los ojos,it can be produced in the florentines,touching it may cause skin burns and ocular damage,BLEU = 4.94 14.3/8.3/5.0/3.1 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9),0.3207607567310333,0.05681818181818182,2.270860195159912
16,16,common_voice_es_19610251.mp3,entonces la hoz quedó suspendida en el aire,however the water was suspended,thus the sickle was suspended in the air,BLEU = 12.98 60.0/25.0/16.7/12.5 (BP = 0.549 ratio = 0.625 hyp_len = 5 ref_len = 8),0.5375064015388489,0.33189033189033185,3.1051108837127686
17,17,common_voice_es_19715383.mp3,charles francis adams,charles francis adams,charles francis adams,BLEU = 100.00 100.0/100.0/100.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 3 ref_len = 3),0.9913364052772522,0.9814814814814815,4.8675923347473145
18,18,common_voice_es_19956466.mp3,el espacio se acompaña por las propias reflexiones de labordeta sobre los lugares visitados,the space is accompanied by the first reflections of the visitors,the space is guided by labordetas own reflections on the places visited,BLEU = 15.15 54.5/20.0/11.1/6.2 (BP = 0.913 ratio = 0.917 hyp_len = 11 ref_len = 12),0.6569910645484924,0.35830999066293184,3.6316797733306885
19,19,common_voice_es_20064421.mp3,lo cual era y es cercano a mí,he was and he was a friend,this made him close to me and he still is,BLEU = 8.56 28.6/16.7/10.0/6.2 (BP = 0.651 ratio = 0.700 hyp_len = 7 ref_len = 10),0.5365732312202454,0.19329896907216493,3.310258388519287
20,20,common_voice_es_19641192.mp3,la principal estrategia sin embargo fue la disuasión en lugar de luchar,however the main strategy was the situation,however deterrence rather than fighting was the main strategy,BLEU = 23.10 71.4/50.0/20.0/12.5 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9),0.6156499981880188,0.5068181818181817,3.4761695861816406
21,21,common_voice_es_19650955.mp3,aquella persona resulta ser hiro un joven delincuente a quien mika inicialmente teme,as the result of being a young man who initially plays,that person turns out to be hiro a young delinquent feared by mika at first,BLEU = 5.21 18.2/10.0/5.6/3.1 (BP = 0.695 ratio = 0.733 hyp_len = 11 ref_len = 15),0.43767085671424866,0.21618150684931506,2.62306547164917
22,22,common_voice_es_19693511.mp3,además concluyó las obras del seminario diocesano y lo inauguró,also the works of jose sano and leonairo,in addition he completed the work on the diocesan seminary and inaugurated it,BLEU = 3.52 25.0/7.1/4.2/2.5 (BP = 0.535 ratio = 0.615 hyp_len = 8 ref_len = 13),0.48612314462661743,0.12,2.4985389709472656
23,23,common_voice_es_19688788.mp3,una niña que se ahoga con los huesos del pollo,go with the lakes,a girl is chocking with chicken bones,BLEU = 7.55 25.0/16.7/12.5/12.5 (BP = 0.472 ratio = 0.571 hyp_len = 4 ref_len = 7),0.3689676821231842,0.07462686567164178,2.3314175605773926
24,24,common_voice_es_19860601.mp3,solo este último y teledeporte han perdurado hasta ahora,its only the last one,just this very last one and teledeporte has remained so far,BLEU = 6.43 40.0/25.0/16.7/12.5 (BP = 0.301 ratio = 0.455 hyp_len = 5 ref_len = 11),0.6041464805603027,0.18028846153846154,2.562375783920288
25,25,common_voice_es_19734126.mp3,ha jugado con las categorías inferiores de bosnia y de suiza,he has played with the inferior categories of barsetshire and switzerland,he has played in the minor categories in bosnia and switzerland,BLEU = 19.08 63.6/30.0/11.1/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11),0.746375560760498,0.5769944341372912,3.642982006072998
26,26,common_voice_es_19711368.mp3,empezó en la regional preferente provincial,he went to the provincial region,his first steps were in the regional preferential provincial,BLEU = 5.85 33.3/10.0/6.2/4.2 (BP = 0.607 ratio = 0.667 hyp_len = 6 ref_len = 9),0.6156701445579529,0.17241379310344826,3.591299057006836
27,27,common_voice_es_18636214.mp3,apenas lo advertí me detuve y mandé detener a mi gente,its worth im going away,once i saw it i stopped and i stopped my people,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.301 ratio = 0.455 hyp_len = 5 ref_len = 11),0.4123477041721344,0.04807692307692308,2.371171712875366
28,28,common_voice_es_19719211.mp3,el universo se siente entonces como el propio cuerpo,however the universe is different,the university then feels like part of your own body,BLEU = 3.93 20.0/12.5/8.3/6.2 (BP = 0.368 ratio = 0.500 hyp_len = 5 ref_len = 10),0.45778849720954895,0.19736842105263158,3.5119426250457764
29,29,common_voice_es_19689119.mp3,el tercero es el día dedicado a san jorge día de procesiones,its the day dedicated to saint boniface,the third day is dedicated to st george a day of processions,BLEU = 7.65 57.1/16.7/10.0/6.2 (BP = 0.490 ratio = 0.583 hyp_len = 7 ref_len = 12),0.6715709567070007,0.27445652173913043,2.7296128273010254
30,30,common_voice_es_19738520.mp3,antes de ingresar al colegio se pone en contacto con varios botánicos,in addition to the college they have contact with several botanists,before entering the association he got in touch with several botanists,BLEU = 15.85 45.5/20.0/11.1/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11),0.76791912317276,0.5113636363636364,4.365358352661133
31,31,common_voice_es_19634534.mp3,maya herrera y sylar se encuentran en un picnic en un parque,aye aye aye aye aye are located in a park,maya herrera and sylar are having a picnic in a park,BLEU = 15.19 40.0/22.2/12.5/7.1 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11),0.3944633901119232,0.34403669724770647,2.5254533290863037
32,32,common_voice_es_19634293.mp3,hans p linder,honspitable,hans p linder,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.135 ratio = 0.333 hyp_len = 1 ref_len = 3),0.4031912684440613,0.0,3.075712203979492
33,33,common_voice_es_19639772.mp3,recibe el nombre de ciutat esportiva debido al complejo en el que está situado,it has the name of the fourth city,it receives the name of ciutat esportiva due to the complex where it is located,BLEU = 9.74 62.5/28.6/16.7/10.0 (BP = 0.417 ratio = 0.533 hyp_len = 8 ref_len = 15),0.5247319340705872,0.3118881118881119,2.7522084712982178
34,34,common_voice_es_19674707.mp3,lista de roles interpretados durante su carrera,the psalmists career,list of roles performed during his career,BLEU = 7.25 33.3/25.0/25.0/0.0 (BP = 0.264 ratio = 0.429 hyp_len = 3 ref_len = 7),0.49658969044685364,0.07575757575757576,3.466597080230713
35,35,common_voice_es_19596038.mp3,thompson ha denominado la economía moral de la multitud,thompson has called the moral economy,thompson has titled it moral economy of the crowd,BLEU = 14.72 83.3/40.0/12.5/8.3 (BP = 0.607 ratio = 0.667 hyp_len = 6 ref_len = 9),0.7771824598312378,0.5126436781609196,4.016290664672852
36,36,common_voice_es_19124320.mp3,hubo una importante contención del gasto público y se reformuló la deuda pública,he had an important content of public health and he reformed public health,there was a significant reduction in government spending and the federal deficit was reformulated,BLEU = 2.86 7.7/4.2/2.3/1.2 (BP = 0.926 ratio = 0.929 hyp_len = 13 ref_len = 14),0.4677569568157196,0.03597122302158273,3.30588436126709
37,37,common_voice_es_19731437.mp3,el condado recibe su nombre en honor a benjamin parke,the county has its name in honor of benjamin park,the county is named in honor of benjamin parke,BLEU = 31.24 60.0/44.4/25.0/14.3 (BP = 1.000 ratio = 1.111 hyp_len = 10 ref_len = 9),0.926379382610321,0.8722527472527472,4.734709739685059
38,38,common_voice_es_20067129.mp3,él es el líder el creador y locutor de radio favela,he is the leader the creator and lawyer of radio for bella,he is the leader creator and speaker of radio favela,BLEU = 28.65 66.7/45.5/20.0/11.1 (BP = 1.000 ratio = 1.200 hyp_len = 12 ref_len = 10),0.7147560119628906,0.6885723039215688,3.5741372108459473
39,39,common_voice_es_18598246.mp3,¿playa o montaña,a mountain,beach or mountain,BLEU = 30.33 50.0/50.0/0.0/0.0 (BP = 0.607 ratio = 0.667 hyp_len = 2 ref_len = 3),0.7246928811073303,0.17241379310344826,2.9083290100097656
40,40,common_voice_es_19641195.mp3,pineda ponce fue un ideólogo del partido liberal de honduras,ned poinsett was a balladist of hondurass liberal party,pineda ponce created the ideology of the honduran liberal party,BLEU = 9.44 33.3/12.5/7.1/4.2 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10),0.7011770606040955,0.25813692480359146,3.572021961212158
41,41,common_voice_es_19672765.mp3,hicieron que se sientan más como una familia,they were more like a family,they made them feel like family,BLEU = 10.68 50.0/10.0/6.2/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6),0.8647585511207581,0.25,4.307707786560059
42,42,common_voice_es_19650952.mp3,son especies de valor en la pesca siendo comercializadas y frecuentes en los mercados,a species of the fishing family,they are valuable species in fisheries and are often traded in markets,BLEU = 2.99 16.7/10.0/6.2/4.2 (BP = 0.368 ratio = 0.500 hyp_len = 6 ref_len = 12),0.4925530254840851,0.043859649122807015,3.05739426612854
43,43,common_voice_es_19767830.mp3,el vision tiene motor delantero y tracción delantera,hessian has an antismatist and an antismatist,the vision has a front engine and front wheel drive,BLEU = 5.09 28.6/8.3/5.0/3.1 (BP = 0.651 ratio = 0.700 hyp_len = 7 ref_len = 10),0.2693980634212494,0.10309278350515463,2.575477361679077
44,44,common_voice_es_19724801.mp3,sin embargo mucha gente rechaza la lectura vasca con razones lenguaje externas,however many people read the basque,however many people reject basque texts arguing questions of language,BLEU = 16.67 66.7/40.0/25.0/16.7 (BP = 0.513 ratio = 0.600 hyp_len = 6 ref_len = 10),0.5415031909942627,0.39062499999999994,3.2638747692108154
45,45,common_voice_es_20049522.mp3,jueves el santísimo es quitado en la procesión por la ciudad,hes a member of the city,thursday the blessed sacrament does not take part in the procession through the city,BLEU = 4.28 33.3/20.0/12.5/8.3 (BP = 0.264 ratio = 0.429 hyp_len = 6 ref_len = 14),0.3325084149837494,0.14204545454545456,2.455921173095703
46,46,common_voice_es_19595704.mp3,jugó de centrocampista y su primer equipo fue cruz azul,he played as the first team,he played as a midfielder and his first team was cruz azul,BLEU = 13.98 83.3/60.0/25.0/16.7 (BP = 0.368 ratio = 0.500 hyp_len = 6 ref_len = 12),0.6112552285194397,0.42456140350877203,2.829568862915039
47,47,common_voice_es_19605496.mp3,lo primero es tomar las medidas oportunas para evitar las picaduras de garrapata,is the first to avoid the openings,the first thing is to take precautions to avoid tick bites,BLEU = 11.09 71.4/33.3/10.0/6.2 (BP = 0.565 ratio = 0.636 hyp_len = 7 ref_len = 11),0.4802667796611786,0.35094339622641507,2.9250292778015137
48,48,common_voice_es_19633538.mp3,desde entonces margarita de francia se encarga de ponerle la voz a marge,since then frances marguerite is in charge,margarita de francia has become responsible for putting marges voice since then,BLEU = 6.43 28.6/16.7/10.0/6.2 (BP = 0.490 ratio = 0.583 hyp_len = 7 ref_len = 12),0.6260918378829956,0.16304347826086957,3.3648760318756104
49,49,common_voice_es_19667081.mp3,esta especie lleva el nombre en honor a holger sander,the species is named taft or hollister,this species is named in honor of holger sander,BLEU = 18.37 42.9/33.3/20.0/12.5 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9),0.6348698735237122,0.3345959595959596,3.2158310413360596
50,50,common_voice_es_19634533.mp3,en su lugar organizó esfuerzos de socorro para muchos soldados heridos aliados y franceses,in his place he organized support for many soldiers and friends,instead aid efforts were organized for many aligned and french wounded soldiers,BLEU = 8.61 45.5/10.0/5.6/3.1 (BP = 0.913 ratio = 0.917 hyp_len = 11 ref_len = 12),0.6477128863334656,0.3126050420168068,3.7635746002197266
51,51,common_voice_es_19667431.mp3,la alfombra era un bien necesario para protegerse del rudo invierno,a fire was very necessary to protect the winter,the carpet was a necessary element of protection from the harsh winter,BLEU = 5.11 55.6/6.2/3.6/2.1 (BP = 0.717 ratio = 0.750 hyp_len = 9 ref_len = 12),0.629071056842804,0.25641025641025644,3.621145009994507
52,52,common_voice_es_19765189.mp3,esto llevó a la desarticulación de la noción del arte en sí,this led to the articulation of the heart,this led to dismantling the notion of arts in itself,BLEU = 18.19 62.5/28.6/16.7/10.0 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10),0.46374109387397766,0.45510204081632655,3.3413867950439453
53,53,common_voice_es_19887707.mp3,los intentos de reforma militar fracasaron,military reforms took place,the military reform attempts failed,BLEU = 12.44 25.0/16.7/12.5/12.5 (BP = 0.779 ratio = 0.800 hyp_len = 4 ref_len = 5),0.8212425112724304,0.38265306122448983,4.06091833114624
54,54,common_voice_es_19605781.mp3,sólo hay dos valores blanco y negro,there are two values white and black,there are only two possibilities black and white,BLEU = 14.98 85.7/16.7/10.0/6.2 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8),0.8553179502487183,0.539732770745429,4.611725807189941
55,55,common_voice_es_19636171.mp3,las llamadas termas de los arcos son en realidad dos conjuntos termales independientes,the names of our codes are in reality to be independent terms,in fact what is called termas de los arcos are two independent thermal establishments,BLEU = 3.77 25.0/4.5/2.5/1.4 (BP = 0.846 ratio = 0.857 hyp_len = 12 ref_len = 14),0.497670441865921,0.14492753623188406,2.9913196563720703
56,56,common_voice_es_19688054.mp3,sutjeska es el segundo equipo más exitoso con tres finales disputadas,the second team is the most successful with three finals,sutjeska is the second most successful team with three finals played,BLEU = 23.39 90.0/55.6/12.5/7.1 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11),0.8483648896217346,0.7548986295163665,3.477003574371338
57,57,common_voice_es_19675373.mp3,beyonder aceptó a regañadientes,he aint he accepted it,beyonder grudgingly accepted,BLEU = 10.68 20.0/12.5/8.3/6.2 (BP = 1.000 ratio = 1.667 hyp_len = 5 ref_len = 3),0.5029827952384949,0.15625,2.5077176094055176
58,58,common_voice_es_18666619.mp3,raquel lleva una blusa de nailon,but karl hasnt a needle,raquel is wearing a nylon shirt,BLEU = 8.75 20.0/12.5/8.3/6.2 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6),0.3971080780029297,0.0847457627118644,2.6015329360961914
59,59,common_voice_es_19695740.mp3,estuvo en lee strasberg theatre and film institute,to boehmers strasbourg theodore and fouquet,he was at lee strasberg theatre and film institute,BLEU = 4.92 16.7/10.0/6.2/4.2 (BP = 0.607 ratio = 0.667 hyp_len = 6 ref_len = 9),0.44797900319099426,0.0574712643678161,2.574434518814087
60,60,common_voice_es_19747689.mp3,juega como defensa o extremo y actualmente milita en el os belenenses,he plays as a defender and correct me in the balances,he plays either in a defense position or on the opposite side and he is currently an active fan of os belenenses,BLEU = 3.63 54.5/10.0/5.6/3.1 (BP = 0.368 ratio = 0.500 hyp_len = 11 ref_len = 22),0.5178375244140625,0.1435406698564593,2.890627861022949
61,61,common_voice_es_19661098.mp3,las pensiones de contribución definida suelen ser portables,its contributions are very important,defined contribution benefits are usually portable,BLEU = 8.75 20.0/12.5/8.3/6.2 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6),0.4936693012714386,0.1694915254237288,3.090688467025757
62,62,common_voice_es_19751541.mp3,fue miembro de la academia brasileña de ciencias,he was a member of the brazilian academy of sciences,he was a member of the brazilian academy of sciences,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10),0.9765995144844055,0.9995,4.593990325927734
63,63,common_voice_es_19665157.mp3,la punta de la cola es puntiaguda,colorado is black,the tale point is sharp,BLEU = 14.13 33.3/25.0/25.0/0.0 (BP = 0.513 ratio = 0.600 hyp_len = 3 ref_len = 5),0.40971601009368896,0.10416666666666666,2.842367649078369
64,64,common_voice_es_19684324.mp3,ha participado en series de televisión películas para televisión teatro y cine,he participated in television series television theater and cinema,she has participated in television shows movies for television drama and cinema,BLEU = 16.74 66.7/37.5/14.3/8.3 (BP = 0.717 ratio = 0.750 hyp_len = 9 ref_len = 12),0.7931873798370361,0.48076923076923084,4.171299934387207
65,65,common_voice_es_18372317.mp3,entrevistan el pintor en la radio,the painting in the radio,the painter is being interviewed on the radio,BLEU = 12.98 60.0/25.0/16.7/12.5 (BP = 0.549 ratio = 0.625 hyp_len = 5 ref_len = 8),0.5910011529922485,0.33189033189033185,3.430128574371338
66,66,common_voice_es_19636723.mp3,la literatura posterior a la segunda guerra mundial combinó movimientos muy diferentes,the later literature in the world war became very different,after world war two literature had a combination of very different movements,BLEU = 10.27 50.0/22.2/6.2/3.6 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12),0.7389943599700928,0.43314500941619577,3.947002410888672
67,67,common_voice_es_19668311.mp3,su obra periodística abarca artículos históricos políticos y financieros,his periodic work covers historical and financial stories,his journalistic writing includes historical political and financial articles,BLEU = 11.59 50.0/14.3/8.3/5.0 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9),0.8535527586936951,0.3546348314606741,4.269638538360596
68,68,common_voice_es_19965995.mp3,owen tuvo además un hijo ilegítimo,he also had a son and a lawyer,owen also had an illegitimate son,BLEU = 12.22 37.5/14.3/8.3/5.0 (BP = 1.000 ratio = 1.333 hyp_len = 8 ref_len = 6),0.5670453906059265,0.41218637992831536,3.118537425994873
69,69,common_voice_es_19640241.mp3,estas aves son omnívoras se alimentan de plantas y animales pequeños y huevos,hes lease omnivorous they feed on small and small animals,these birds are omnivorous they feed on plants small animals and eggs,BLEU = 26.58 70.0/44.4/25.0/14.3 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12),0.4974372684955597,0.5698720166032515,3.3308253288269043
70,70,common_voice_es_19745846.mp3,los miembros tiene un color gris más obscuro que el resto del cuerpo,the members have a green color,the extremities are gray darker than the rest of the body,BLEU = 3.53 16.7/10.0/6.2/4.2 (BP = 0.435 ratio = 0.545 hyp_len = 6 ref_len = 11),0.5313006639480591,0.04761904761904762,3.5634264945983887
71,71,common_voice_es_19756073.mp3,solo hubo daños materiales,they only have material,the only damage was material things,BLEU = 11.52 50.0/16.7/12.5/12.5 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6),0.5382066965103149,0.17241379310344826,3.614701271057129
72,72,common_voice_es_19596092.mp3,sin embargo sectores significativos de la muralla de la fortaleza se mantienen,however the most important sectors of the city are maintained,however significant sectors of the fort wall are kept,BLEU = 17.75 50.0/22.2/12.5/7.1 (BP = 1.000 ratio = 1.111 hyp_len = 10 ref_len = 9),0.8134221434593201,0.49010989010989015,3.957700252532959
73,73,common_voice_es_19620562.mp3,el mercado de esclavos de constantinopla se encontraba en el valle de las lamentaciones,hussin on a pints market was located in the valley,the slave market of constantinople was in the valley of lamentations,BLEU = 16.06 50.0/22.2/12.5/7.1 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11),0.42293861508369446,0.40917431192660547,3.2852587699890137
74,74,common_voice_es_19673001.mp3,posee solo un pie de elevación sobre el nivel del mar,it has only a high level,it has only one foot of elevation above sea level,BLEU = 16.67 66.7/40.0/25.0/16.7 (BP = 0.513 ratio = 0.600 hyp_len = 6 ref_len = 10),0.4911826550960541,0.39062499999999994,3.4713997840881348
75,75,common_voice_es_19610256.mp3,sus territorios fueron tomados de la antigua diócesis de boston,its territory was located in the ancient diocese,their territories were taken from the old boston diocese,BLEU = 5.80 25.0/7.1/4.2/2.5 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9),0.715294361114502,0.16853932584269662,3.8703203201293945
76,76,common_voice_es_19507420.mp3,en muchos casos fueron tomados en cuenta en los estándares internacionales existentes,in many cases the existing international standards,in many cases they were considered in existing international standards,BLEU = 26.78 85.7/66.7/40.0/12.5 (BP = 0.651 ratio = 0.700 hyp_len = 7 ref_len = 10),0.8047563433647156,0.5798969072164949,4.555912971496582
77,77,common_voice_es_19610983.mp3,son plantas perennes o anuales cespitosas o rizomatosas,they are prettier than the annual plants,they are perennial or annual cespitose or rhizomatous plants,BLEU = 11.74 57.1/16.7/10.0/6.2 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9),0.5327979922294617,0.35866477272727276,3.2424371242523193
78,78,common_voice_es_19768075.mp3,estuvo casado con ana peñalosa,he was married to nina penalosa,he was married to ana peñalosa,BLEU = 50.81 66.7/60.0/50.0/33.3 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6),0.8983757495880127,0.6614583333333333,3.7119784355163574
79,79,common_voice_es_19705510.mp3,abel cumplió con los deseos de dios pero caín solamente ofreció frutos,oh beale was born with gods death,abel obeyed gods wishes but cain only offered fruit,BLEU = 4.94 14.3/8.3/5.0/3.1 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9),0.44781479239463806,0.05681818181818182,2.3732945919036865
80,80,common_voice_es_19606065.mp3,jugó en cuatro ocasiones en el campeonato de argentina de ajedrez,he played in the towns in the argentine and champagne,he played four times in the argentinean chess championship,BLEU = 11.87 40.0/22.2/6.2/3.6 (BP = 1.000 ratio = 1.111 hyp_len = 10 ref_len = 9),0.474128782749176,0.412087912087912,3.205631971359253
81,81,common_voice_es_19688781.mp3,cabello anunció que el disco estaría dividido en tres partes,belle announced that the album was divided into three parts,cabello announced that the disk would be threefold,BLEU = 15.62 30.0/22.2/12.5/7.1 (BP = 1.000 ratio = 1.250 hyp_len = 10 ref_len = 8),0.7012147307395935,0.35907859078590787,3.7917075157165527
82,82,common_voice_es_19723761.mp3,esta medida fue acompañada de una importante reforma fiscal,this method was an important fiscal reform,this policy was complemented by major tax reform,BLEU = 7.49 42.9/8.3/5.0/3.1 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8),0.8199147582054138,0.189873417721519,4.4256792068481445
83,83,common_voice_es_18312751.mp3,cuando termina la vida de la escuela comienza la escuela de la vida,when he finishes school,when schooling ends the schooling of life begins,BLEU = 5.88 25.0/16.7/12.5/12.5 (BP = 0.368 ratio = 0.500 hyp_len = 4 ref_len = 8),0.5539352297782898,0.19736842105263158,3.2338619232177734
84,84,common_voice_es_19092554.mp3,estoy en el cielo,its very nice,i am in heaven,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.717 ratio = 0.750 hyp_len = 3 ref_len = 4),0.4977644979953766,0.0,3.0880982875823975
85,85,common_voice_es_19689903.mp3,todos los tracks por minor threat,all the works were written,all minor threat tracks,BLEU = 10.68 20.0/12.5/8.3/6.2 (BP = 1.000 ratio = 1.250 hyp_len = 5 ref_len = 4),0.4850826561450958,0.12195121951219512,3.040106773376465
86,86,common_voice_es_19615354.mp3,para promover la reforma agraria defendió el pago de las desamortizaciones en divisas públicas,to promote the guerrilla reform he defended the power of public disarmament,in order to promote agrarian reform he argued for the payment of confiscations in national currency,BLEU = 7.60 50.0/18.2/5.0/2.8 (BP = 0.717 ratio = 0.750 hyp_len = 12 ref_len = 16),0.59922856092453,0.32763532763532766,3.3365437984466553
87,87,common_voice_es_20012379.mp3,fuera de estos territorios exclusivamente vía internet,its territory was exclusively intact,outside these territories exclusively via internet,BLEU = 8.75 20.0/12.5/8.3/6.2 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6),0.4798682630062103,0.1694915254237288,3.577244281768799
